xmlns:cpt=http://iri.columbia.edu/CPT/v10/
xmlns:cf=http://cf-pcmdi.llnl.gov/documents/cf-conventions/1.4/
cpt:nfields=1
cpt:T	1982-11/1983-01	1983-11/1984-01	1984-11/1985-01	1985-11/1986-01	1986-11/1987-01	1987-11/1988-01	1988-11/1989-01	1989-11/1990-01	1990-11/1991-01	1991-11/1992-01	1992-11/1993-01	1993-11/1994-01	1994-11/1995-01	1995-11/1996-01	1996-11/1997-01	1997-11/1998-01	1998-11/1999-01	1999-11/2000-01	2000-11/2001-01	2001-11/2002-01	2002-11/2003-01	2003-11/2004-01	2004-11/2005-01	2005-11/2006-01	2006-11/2007-01	2007-11/2008-01	2008-11/2009-01	2009-11/2010-01
cpt:field=prcp, cpt:T=1982-11/1983-01, cpt:nrow=32, cpt:ncol=28, cpt:row=Y, cpt:col=X, cpt:units=mm/day, cf:standard_name=lwe_precipitation_rate, cpt:missing=-999
	87.125	87.375	87.625	87.875	88.125	88.375	88.625	88.875	89.125	89.375	89.625	89.875	90.125	90.375	90.625	90.875	91.125	91.375	91.625	91.875	92.125	92.375	92.625	92.875	93.125	93.375	93.625	93.875
25.125	  20.6188    	  20.0546    	  25.5758    	  24.6612    	  24.5729    	  24.0824    	  23.5852    	  22.6272    	  22.0690    	  23.9795    	  27.9745    	  31.6976    	  31.2035    	  33.0890    	  38.2020    	  42.7906    	  46.3327    	  50.6526    	  57.5702    	  67.0416    	  75.3335    	  86.5852    	  107.119    	  144.340    	  146.732    	  123.568    	  106.386    	  87.1041    
24.875	  18.2635    	  19.3053    	  22.4514    	  22.9812    	  23.4174    	  23.3963    	  23.3312    	  22.4195    	  23.1084    	  27.1239    	  29.6860    	  34.6775    	  34.6219    	  31.5997    	  40.7725    	  48.0798    	  52.0094    	  55.1706    	  58.0805    	  64.6540    	  73.1049    	  89.3701    	  132.512    	  164.532    	  160.368    	  134.208    	  91.3690    	  71.3099    
24.625	  17.0504    	  17.2210    	  17.9289    	  21.8800    	  22.4312    	  24.5448    	  26.4487    	  25.2850    	  25.2602    	  29.9282    	  41.8911    	  42.0259    	  34.8802    	  26.4029    	  41.3667    	  57.1096    	  61.9627    	  59.0898    	  58.2156    	  59.8919    	  74.7662    	  109.548    	  141.402    	  156.986    	  154.912    	  136.943    	  108.904    	  73.9508    
24.375	  17.0034    	  16.3197    	  21.4449    	  22.6229    	  24.2250    	  27.1544    	  36.5579    	  33.9720    	  31.6548    	  36.5462    	  54.8620    	  51.2127    	  41.1028    	  43.2398    	  53.9013    	  62.5312    	  68.5865    	  65.6360    	  62.9205    	  59.5140    	  85.6565    	  123.196    	  140.165    	  141.410    	  143.533    	  133.817    	  128.111    	  98.2833    
24.125	  19.5113    	  20.7403    	  22.9738    	  24.8324    	  26.7364    	  28.5989    	  35.9262    	  33.2636    	  31.9986    	  34.8421    	  49.0579    	  51.6909    	  48.8766    	  60.4696    	  62.4155    	  67.0396    	  69.4600    	  66.8063    	  72.2352    	  83.3696    	  107.832    	  126.498    	  127.603    	  144.676    	  157.925    	  143.351    	  128.220    	  114.557    
23.875	  22.9243    	  23.3599    	  27.6133    	  27.8222    	  27.6556    	  29.7873    	  30.8826    	  34.8334    	  34.2129    	  36.4566    	  45.0820    	  51.4964    	  58.4568    	  66.0662    	  66.3778    	  66.3263    	  75.5008    	  73.7285    	  101.378    	  110.302    	  111.449    	  111.119    	  115.010    	  138.625    	  164.891    	  150.149    	  138.459    	  137.033    
23.625	  24.8964    	  22.3426    	  34.1771    	  35.8019    	  30.6280    	  31.9451    	  35.6605    	  39.6922    	  39.3103    	  39.5938    	  40.6257    	  59.3352    	  70.7462    	  72.6062    	  67.5120    	  64.7053    	  66.0917    	  92.3785    	  118.274    	  133.507    	  122.373    	  116.565    	  110.982    	  127.463    	  158.769    	  168.184    	  161.946    	  158.812    
23.375	  24.2888    	  19.7160    	  30.7407    	  38.4316    	  39.4811    	  38.4185    	  42.6639    	  46.9788    	  47.4117    	  43.3915    	  40.6776    	  46.4562    	  60.9481    	  78.9138    	  74.2715    	  63.1179    	  67.0148    	  105.631    	  135.844    	  139.613    	  127.521    	  124.067    	  116.394    	  137.251    	  157.477    	  174.008    	  173.712    	  142.880    
23.125	  25.5560    	  26.6151    	  36.2340    	  47.6717    	  43.2442    	  42.3128    	  45.2175    	  49.8605    	  58.9460    	  47.4062    	  41.7230    	  43.3239    	  53.1921    	  76.1166    	  89.3545    	  77.3801    	  86.5444    	  116.114    	  134.217    	  142.549    	  130.581    	  113.226    	  118.097    	  133.655    	  148.736    	  161.521    	  171.635    	  140.519    
22.875	  27.9381    	  31.7147    	  38.8179    	  46.1322    	  45.1874    	  42.5343    	  49.1735    	  47.6779    	  44.8515    	  35.4084    	  35.9084    	  45.2828    	  52.9451    	  77.0726    	  114.679    	  106.781    	  126.432    	  128.973    	  129.604    	  135.069    	  128.290    	  109.738    	  109.731    	  127.626    	  139.954    	  147.564    	  151.477    	  96.3181    
22.625	  29.7711    	  29.7366    	  35.5516    	  42.0586    	  46.2511    	  41.9980    	  46.3042    	  43.5841    	  35.3434    	  36.0689    	  40.8497    	  55.6650    	  63.1873    	  83.3052    	  119.360    	  144.460    	  128.821    	  121.857    	  130.218    	  130.129    	  139.434    	  132.581    	  119.684    	  127.945    	  141.278    	  130.285    	  130.483    	  98.4541    
22.375	  22.7735    	  23.8768    	  33.6791    	  39.0238    	  42.7208    	  46.1194    	  51.3092    	  51.9712    	  53.6903    	  56.8623    	  60.6717    	  65.3512    	  71.3951    	  92.6869    	  142.439    	  160.972    	  146.461    	  123.699    	  118.663    	  128.595    	  119.174    	  112.524    	  105.942    	  114.210    	  153.230    	  158.710    	  150.133    	  102.467    
22.125	  27.5318    	  34.6608    	  41.8245    	  45.9870    	  40.5054    	  50.6856    	  60.5330    	  63.2662    	  63.7591    	  69.2150    	  69.2839    	  69.0501    	  72.2377    	  92.9806    	  132.384    	  134.646    	  123.757    	 -999.000    	 -999.000    	  106.199    	  110.629    	  103.353    	  106.118    	  109.872    	  146.634    	  165.387    	  159.211    	  89.6750    
21.875	  33.5388    	  44.8994    	  59.0252    	  60.9544    	  48.5411    	  60.0586    	  67.5040    	  66.2496    	  65.6659    	  65.4408    	  65.7574    	  61.2490    	  116.138    	  124.797    	  109.707    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  111.573    	  93.5413    	  90.0496    	  107.427    	  111.784    	  135.662    	  167.307    	  172.536    	  98.1486    
21.625	  30.5684    	  41.0687    	  59.1318    	 -999.000    	  47.3973    	  56.3522    	  57.0453    	  58.0851    	  56.6333    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  133.190    	  124.691    	  104.336    	  111.121    	  121.193    	  131.538    	  159.155    	  204.822    	  144.320    
21.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  148.604    	  123.954    	  128.570    	  120.633    	  125.375    	  146.304    	  179.279    	  174.464    
21.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  119.669    	  107.475    	  102.941    	  91.5621    	  107.346    	  117.831    	  139.295    	  171.803    
20.875	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  109.663    	  123.075    	  103.522    	  92.9443    	  94.9949    	  118.562    	  128.920    
20.625	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  95.2314    	  132.965    	  114.026    	  91.6930    	  96.6895    	  128.508    	  147.058    
20.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  125.662    	  118.934    	  104.104    	  106.135    	  138.999    	  140.879    
20.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  152.753    	  123.912    	  108.350    	  125.454    	  126.376    
cpt:field=prcp, cpt:T=1989-11/1990-01, cpt:nrow=32, cpt:ncol=28, cpt:row=Y, cpt:col=X, cpt:units=mm/day, cf:standard_name=lwe_precipitation_rate, cpt:missing=-999
	87.125	87.375	87.625	87.875	88.125	88.375	88.625	88.875	89.125	89.375	89.625	89.875	90.125	90.375	90.625	90.875	91.125	91.375	91.625	91.875	92.125	92.375	92.625	92.875	93.125	93.375	93.625	93.875
27.875	  21.2667    	  27.0069    	  29.6272    	  32.2647    	  26.9702    	  22.2529    	  12.9912    	  6.44824    	  4.65758    	  3.09669    	  10.0193    	  6.83041    	  3.71550    	  3.92654    	  1.67441    	  4.43975    	  5.86891    	  7.11538    	  6.80277    	  14.9408    	  11.8313    	  1.52509    	 4.751205E-02	  10.9702    	  34.4718    	  46.2624    	  55.9740    	  61.9606    
27.625	  18.1490    	  20.4337    	  27.4256    	  35.1998    	  24.2921    	  20.4532    	  17.6957    	  5.24908    	  3.34603    	  9.13993    	  8.98728    	  1.94666    	 0.000000E+00	  1.52176    	 0.961987    	  3.75410    	  6.20044    	  2.41365    	  5.66090    	  4.61009    	  9.33380    	  11.6834    	  10.4669    	  31.2855    	  41.9497    	  32.8001    	  53.1552    	  65.9904    
27.375	  20.2415    	  21.9268    	  25.2547    	  24.2066    	  21.1102    	  21.2355    	  20.5166    	  21.7087    	  11.5383    	  8.03511    	  8.51354    	  6.70925    	  2.53852    	  8.82740    	  6.08377    	  3.19147    	  11.8169    	  8.60384    	  14.8395    	  10.2496    	  7.86685    	  16.1508    	  26.4080    	  40.2207    	  45.1422    	  44.6394    	  60.4771    	  79.3724    
27.125	  18.8575    	  17.1615    	  21.2089    	  20.8455    	  19.7020    	  17.6641    	  15.4298    	  16.2952    	  13.0714    	  10.5538    	  20.8295    	  15.9687    	  16.4725    	  22.9101    	  17.2110    	  18.9795    	  19.0737    	  21.9921    	  22.2919    	  29.5925    	  25.1264    	  29.6604    	  37.7234    	  44.9804    	  50.1250    	  53.1814    	  64.5795    	  86.3326    
26.875	  16.1672    	  7.05510    	  15.3392    	  16.4458    	  14.2311    	  12.3061    	  10.7642    	  11.0500    	  11.0346    	  15.8636    	  18.3388    	  19.5196    	  19.3031    	  24.9906    	  26.0669    	  28.6119    	  30.4106    	  28.4173    	  32.6695    	  35.7046    	  37.3851    	  42.6335    	  45.3727    	  51.1532    	  56.2805    	  58.4500    	  61.7397    	  75.2920    
26.625	  15.7807    	  8.49983    	  10.1375    	  9.59191    	  6.49971    	  5.51752    	  9.74511    	  10.7106    	  11.6893    	  11.8103    	  17.9316    	  20.3621    	  22.7856    	  25.3636    	  31.6438    	  33.0227    	  32.7948    	  31.5892    	  34.8364    	  38.4583    	  40.0836    	  45.8572    	  36.1110    	  45.8304    	  51.7240    	  55.7322    	  61.2560    	  70.3842    
26.375	  13.4314    	  11.9195    	  10.4217    	  9.70992    	  8.75123    	  9.24503    	  11.0364    	  11.6219    	  10.4217    	  10.1530    	  15.3349    	  23.4544    	  24.7901    	  24.8771    	  24.7864    	  24.5647    	  25.1668    	  25.3140    	  26.1000    	  32.1352    	  35.5170    	  35.8160    	  38.8715    	  42.9390    	  47.6702    	  54.1645    	  59.5569    	  67.7387    
26.125	  12.5675    	  11.7172    	  14.0203    	  11.9246    	  11.2040    	  11.0388    	  10.9639    	  10.5772    	  9.88768    	  9.46845    	  17.9175    	  28.9123    	  27.5430    	  26.1116    	  25.5800    	  24.7424    	  25.6878    	  23.6443    	  22.1833    	  30.8671    	  34.0750    	  26.1800    	  31.1094    	  42.2222    	  50.9493    	  51.8389    	  55.9594    	  62.6899    
25.875	  10.4668    	  11.3825    	  16.8891    	  18.4573    	  10.9833    	  10.5669    	  10.3658    	  9.89369    	  10.5115    	  12.1740    	  20.9582    	  27.8805    	  24.3193    	  22.9325    	  23.2297    	  23.5588    	  25.5547    	  25.5111    	  27.9508    	  37.3926    	  38.6454    	  38.5063    	  41.5197    	  45.6333    	  45.8060    	  50.6523    	  53.6072    	  56.6399    
25.625	  9.55506    	  10.8559    	  16.3287    	  17.1502    	  10.2021    	  9.82449    	  10.1902    	  9.84357    	  12.4322    	  15.9632    	  20.7576    	  24.8798    	  23.5552    	  22.4763    	  22.5690    	  21.7766    	  26.8579    	  27.5260    	  34.0046    	  44.0193    	  44.6466    	  46.1650    	  49.2499    	  49.9547    	  45.6118    	  48.4974    	  51.5137    	  51.9487    
25.375	  10.4522    	  10.2516    	  12.1900    	  11.6600    	  10.3221    	  10.1641    	  10.0905    	  10.3393    	  12.4792    	  12.4034    	  16.8028    	  21.2024    	  22.4849    	  23.4448    	  21.6058    	  23.8857    	  25.1716    	  25.0564    	  33.2477    	  40.8149    	  43.5956    	  47.2034    	  50.6177    	  56.4698    	  55.5457    	  51.7079    	  52.9508    	  52.4823    
25.125	  12.0182    	  11.6577    	  13.1212    	  11.0673    	  10.8408    	  10.9078    	  10.8294    	  10.5445    	  12.1140    	  14.2924    	  17.4934    	  20.4209    	  20.2410    	  20.1075    	  20.1764    	  20.5390    	  21.8724    	  29.2763    	  33.3323    	  37.9669    	  41.3833    	  45.7027    	  51.2962    	  56.6572    	  59.8574    	  56.3069    	  57.0184    	  44.7308    
24.875	  12.4116    	  13.2884    	  13.3012    	  11.6940    	  11.2223    	  11.5726    	  11.4056    	  10.8349    	  13.0559    	  12.2793    	  20.5571    	  20.6214    	  20.1078    	  17.2811    	  17.7032    	  21.4184    	  23.0202    	  28.4724    	  31.4195    	  39.5362    	  42.8400    	  45.6942    	  51.8831    	  57.1391    	  61.8315    	  60.3731    	  43.7551    	  38.2019    
24.625	  12.2902    	  13.6806    	  13.8162    	  13.3464    	  12.8839    	  13.0562    	  12.9749    	  11.9515    	  12.0210    	  17.2429    	  21.1721    	  20.1542    	  12.0519    	  11.2786    	  21.2045    	  28.0340    	  26.1374    	  27.2145    	  29.1364    	  31.8674    	  44.4720    	  47.5095    	  54.5562    	  57.7867    	  61.0615    	  50.3508    	  46.9468    	  38.4397    
24.375	  10.2756    	  11.4105    	  12.9436    	  13.4602    	  13.3089    	  13.8074    	  18.5458    	  14.3576    	  12.6016    	  17.0508    	  22.5931    	  20.5277    	  10.8055    	  17.3679    	  26.2930    	  27.6247    	  27.1510    	  26.4544    	  28.2794    	  27.6673    	  37.9508    	  47.6884    	  53.2467    	  47.7632    	  52.1596    	  52.9777    	  68.9739    	  62.0592    
24.125	  11.0880    	  15.0763    	  13.9952    	  13.8515    	  12.7191    	  11.7884    	  13.9751    	  11.7069    	  13.5391    	  14.3561    	  20.0923    	  17.2228    	  14.4773    	  18.9707    	  26.0703    	  24.4537    	  20.6551    	  20.8277    	  26.8342    	  31.9465    	  39.0022    	  46.5094    	  50.9932    	  60.7796    	  70.7658    	  72.5144    	  76.5812    	  73.6097    
23.875	  17.6951    	  19.9703    	  24.0388    	  19.3103    	  12.0053    	  11.2203    	  10.1599    	  10.6566    	  13.9512    	  12.8361    	  13.6611    	  14.1344    	  12.7443    	  11.7420    	  18.4522    	  20.0177    	  20.0833    	  21.9720    	  26.9873    	  31.1128    	  34.4639    	  39.8429    	  47.0995    	  59.9972    	  74.6616    	  85.8943    	  87.4249    	  86.1868    
23.625	  20.5213    	  15.3275    	  26.5278    	  23.3945    	  11.8971    	  10.2548    	  11.3266    	  15.3334    	  9.19847    	  9.32318    	  9.56282    	  12.1897    	  17.0024    	  11.8739    	  14.7200    	  14.3126    	  14.9300    	  22.7115    	  27.3212    	  31.9868    	  34.1487    	  37.5203    	  44.1957    	  55.5392    	  73.2040    	  86.2821    	  91.4654    	  91.0552    
23.375	  19.3702    	  11.0169    	  17.5149    	  18.5557    	  16.4302    	  11.1990    	  14.9514    	  12.6516    	  9.55552    	  8.36874    	  9.87566    	  8.82253    	  7.18078    	  17.0589    	  13.1510    	  2.76211    	 0.280205    	  19.2861    	  27.9707    	  32.4179    	  35.6618    	  40.5095    	  48.2292    	  58.4328    	  70.0180    	  82.9009    	  88.8917    	  80.3318    
23.125	  19.7569    	  16.9126    	  17.5701    	  18.7031    	  16.2987    	  13.1624    	  13.7952    	  12.8595    	  13.2241    	  7.38603    	  5.94904    	  7.74818    	  2.99489    	  11.8100    	  16.3400    	  15.7900    	  10.8080    	  21.5781    	  26.6890    	  32.8469    	  35.6161    	  40.9418    	  47.9742    	  55.5796    	  66.1406    	  78.8629    	  89.6450    	  79.7200    
22.875	  19.4455    	  17.0260    	  17.3836    	  18.0693    	  15.9410    	  8.91879    	  12.2961    	  7.48458    	  4.96515    	  3.43252    	  1.64617    	  5.00690    	  1.35405    	  10.8176    	  21.4478    	  26.5089    	  30.8037    	  26.9558    	  26.0647    	  28.6041    	  35.1078    	  35.7020    	  40.8528    	  52.5460    	  64.1333    	  78.8374    	  86.3768    	  62.3466    
22.625	  17.9149    	  14.2909    	  16.5051    	  17.3445    	  16.8385    	  14.2049    	  8.59635    	  5.45340    	  5.09300    	 0.549649    	 0.560898    	  7.22854    	  8.24633    	  12.4672    	  18.2924    	  27.7310    	  25.3720    	  21.6248    	  20.9393    	  24.1839    	  31.5095    	  30.1370    	  32.7524    	  51.1227    	  65.2312    	  65.9399    	  69.5096    	  55.7029    
22.375	  12.2322    	  6.32247    	  15.7390    	  17.3900    	  16.5264    	  11.0411    	  11.8780    	  14.7620    	  15.9891    	  15.2359    	  14.2811    	  14.9772    	  12.3390    	  13.1414    	  26.2125    	  32.4173    	  28.8034    	  21.0990    	  20.2778    	  22.0811    	  24.4207    	  27.3786    	  30.2832    	  38.7102    	  56.1482    	  64.1005    	  67.9470    	  47.5891    
22.125	  16.1234    	  15.0408    	  17.2032    	  18.8545    	  14.6661    	  17.1873    	  19.1055    	  20.2819    	  19.7459    	  19.1971    	  17.0791    	  17.0324    	  15.9590    	  12.8385    	  22.1258    	  25.4236    	  24.1586    	 -999.000    	 -999.000    	  20.6662    	  22.4233    	  25.3339    	  29.0900    	  33.9097    	  48.8265    	  59.8089    	  66.3211    	  43.0665    
