xmlns:cpt=http://iri.columbia.edu/CPT/v10/
xmlns:cf=http://cf-pcmdi.llnl.gov/documents/cf-conventions/1.4/
cpt:nfields=1
cpt:T	1982-11/1983-01	1983-11/1984-01	1984-11/1985-01	1985-11/1986-01	1986-11/1987-01	1987-11/1988-01	1988-11/1989-01	1989-11/1990-01	1990-11/1991-01	1991-11/1992-01	1992-11/1993-01	1993-11/1994-01	1994-11/1995-01	1995-11/1996-01	1996-11/1997-01	1997-11/1998-01	1998-11/1999-01	1999-11/2000-01	2000-11/2001-01	2001-11/2002-01	2002-11/2003-01	2003-11/2004-01	2004-11/2005-01	2005-11/2006-01	2006-11/2007-01	2007-11/2008-01	2008-11/2009-01	2009-11/2010-01
cpt:field=prcp, cpt:T=1982-11/1983-01, cpt:nrow=32, cpt:ncol=28, cpt:row=Y, cpt:col=X, cpt:units=mm/day, cf:standard_name=lwe_precipitation_rate, cpt:missing=-999
	87.125	87.375	87.625	87.875	88.125	88.375	88.625	88.875	89.125	89.375	89.625	89.875	90.125	90.375	90.625	90.875	91.125	91.375	91.625	91.875	92.125	92.375	92.625	92.875	93.125	93.375	93.625	93.875
22.875	  51.1675    	  55.0420    	  70.0444    	  61.9548    	  55.9202    	  69.7102    	  73.8069    	  62.4727    	  62.5403    	  52.3353    	  39.2775    	  41.0232    	  33.7731    	  42.0794    	  55.2192    	  56.9619    	  55.7112    	  44.7302    	  46.7203    	  48.5880    	  50.5493    	  57.0053    	  62.6289    	  73.5495    	  88.0834    	  89.5482    	  88.2676    	  62.7858    
22.625	  53.2466    	  54.6210    	  60.3588    	  58.9634    	  65.4772    	  70.8126    	  61.6317    	  57.6869    	  50.4158    	  37.5582    	  36.4094    	  35.1369    	  32.8920    	  43.9612    	  37.3144    	  43.9842    	  41.3488    	  42.8974    	  46.4711    	  47.6868    	  63.6389    	  65.0934    	  61.8848    	  66.5281    	  74.9376    	  72.7045    	  72.6934    	  59.6519    
22.375	  50.1124    	  52.2405    	  63.7057    	  67.8669    	  73.6202    	  67.3050    	  60.7220    	  57.6443    	  53.8581    	  51.0113    	  43.2377    	  35.8075    	  25.1094    	  34.7163    	  42.3938    	  50.6475    	  55.9124    	  44.9408    	  51.6356    	  41.4174    	  51.3037    	  59.7558    	  57.8959    	  60.4913    	  74.2063    	  77.9406    	  73.7598    	  51.6007    
22.125	  50.4304    	  51.4910    	  63.0765    	  72.9614    	  66.9515    	  62.2259    	  59.8625    	  57.1684    	  55.0653    	  56.1534    	  45.4876    	  38.9611    	  34.7758    	  44.4440    	  45.5596    	  48.3686    	  52.2614    	 -999.000    	 -999.000    	  41.5538    	  54.4237    	  62.0904    	  62.4412    	  58.3055    	  70.6181    	  77.7832    	  76.6137    	  48.0063    
21.875	  54.3964    	  58.2660    	  63.3964    	  59.6119    	  58.3246    	  45.4583    	  56.1288    	  51.7135    	  56.7995    	  58.6340    	  50.2748    	  49.6073    	  72.5051    	  53.6375    	  33.2307    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  40.1014    	  44.1454    	  48.9232    	  52.9059    	  52.0834    	  57.5306    	  75.5250    	  81.9678    	  57.9375    
21.625	  40.4690    	  38.7035    	  57.8836    	 -999.000    	  47.5945    	  48.1215    	  50.6974    	  50.4203    	  51.9977    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  41.6784    	  43.9259    	  46.7071    	  48.7518    	  50.1024    	  50.8373    	  69.9777    	  97.9686    	  70.7589    
21.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  50.5047    	  43.6493    	  44.5861    	  49.2011    	  51.3103    	  63.0345    	  77.0302    	  80.1053    
21.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  34.0356    	  35.0003    	  36.0328    	  36.1363    	  36.8467    	  44.9060    	  56.5699    	  74.5343    
20.875	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  26.4401    	  29.2511    	  32.8279    	  33.6637    	  33.3758    	  43.8993    	  48.9615    
20.625	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  30.0776    	  31.5388    	  29.1144    	  33.2898    	  37.0799    	  47.7050    	  50.2858    
20.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  34.1163    	  36.5656    	  44.9845    	  45.0606    	  60.8679    	  46.3307    
20.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  42.9495    	  41.4446    	  42.6858    	  44.9562    	  46.5627    
cpt:field=prcp, cpt:T=1998-11/1999-01, cpt:nrow=32, cpt:ncol=28, cpt:row=Y, cpt:col=X, cpt:units=mm/day, cf:standard_name=lwe_precipitation_rate, cpt:missing=-999
	87.125	87.375	87.625	87.875	88.125	88.375	88.625	88.875	89.125	89.375	89.625	89.875	90.125	90.375	90.625	90.875	91.125	91.375	91.625	91.875	92.125	92.375	92.625	92.875	93.125	93.375	93.625	93.875
27.875	  28.6665    	  32.2518    	  34.1119    	  34.1958    	  30.0359    	  24.9122    	  13.8192    	  6.12513    	  4.46018    	  7.79050    	  10.4813    	  3.38443    	  2.07851    	  4.86322    	 0.636884    	  2.42333    	  4.05237    	  5.14742    	  4.80679    	  14.4382    	  10.6110    	  1.49417    	 0.000000E+00	  5.61365    	  24.0768    	  33.5387    	  44.5739    	  43.9940    
27.625	  28.0624    	  26.7115    	  32.9617    	  37.2301    	  26.4401    	  21.4990    	  16.8241    	  8.08672    	  5.80625    	  12.5853    	  9.50211    	  3.36642    	 0.000000E+00	 0.000000E+00	 0.599261    	  4.53814    	  4.53944    	  2.18550    	  5.08997    	  4.20509    	  7.89202    	  9.72112    	  5.79192    	  25.2732    	  35.6973    	  24.4623    	  39.4961    	  43.7016    
27.375	  25.9488    	  24.9977    	  27.7703    	  25.2397    	  21.7852    	  21.0452    	  20.3201    	  21.1166    	  11.5609    	  8.72087    	  9.37060    	  6.37044    	  2.52928    	  9.94386    	  7.60109    	  8.10207    	  12.1265    	  10.4475    	  7.15704    	  7.29697    	  4.32418    	  12.0209    	  20.5337    	  33.5619    	  38.4921    	  34.5765    	  42.8407    	  50.7966    
27.125	  22.7959    	  19.9593    	  23.1236    	  21.0557    	  20.1191    	  16.9504    	  15.0530    	  15.1668    	  12.5807    	  11.1621    	  19.3643    	  16.0908    	  16.1687    	  22.6441    	  15.8905    	  17.4276    	  14.7533    	  13.7536    	  16.2609    	  23.7446    	  17.8459    	  19.3989    	  28.7449    	  36.3113    	  41.1170    	  40.9864    	  45.4823    	  58.3135    
26.875	  18.1284    	  9.63123    	  16.2833    	  15.5514    	  14.4767    	  11.8279    	  11.3556    	  11.6806    	  12.7797    	  16.8562    	  18.0717    	  18.6937    	  19.0501    	  19.0977    	  20.8536    	  21.8604    	  21.1181    	  20.8152    	  25.0578    	  28.0887    	  27.3354    	  30.2640    	  35.0570    	  39.0923    	  42.4697    	  43.5364    	  43.6385    	  51.7144    
26.625	  18.0105    	  15.1019    	  13.7293    	  10.0336    	  8.43051    	  8.01916    	  12.6024    	  15.7855    	  19.3380    	  17.6748    	  18.3398    	  21.4880    	  22.8110    	  21.2673    	  23.7160    	  24.0006    	  23.2649    	  22.4321    	  25.3002    	  30.0653    	  29.2775    	  30.4453    	  27.9203    	  35.1394    	  38.7547    	  42.0663    	  44.6593    	  49.5582    
26.375	  17.0882    	  15.5197    	  18.6224    	  13.9464    	  10.9188    	  15.9189    	  16.9621    	  19.0997    	  17.8689    	  13.4078    	  17.8173    	  27.1325    	  25.9034    	  23.4099    	  22.2261    	  21.6152    	  22.2058    	  21.2592    	  21.2947    	  23.3188    	  22.0995    	  22.6036    	  29.6884    	  32.0575    	  35.4770    	  40.1954    	  44.8592    	  48.5892    
26.125	  18.8958    	  19.4345    	  21.4648    	  22.0587    	  17.1966    	  18.9424    	  18.3529    	  17.7627    	  16.9483    	  16.6880    	  21.8132    	  35.3291    	  28.9062    	  25.7209    	  24.4200    	  22.6997    	  22.4215    	  21.1780    	  20.7208    	  26.3464    	  23.3422    	  13.5564    	  24.1302    	  37.1693    	  48.7244    	  42.1913    	  44.7619    	  51.0522    
25.875	  19.9624    	  20.7414    	  21.0038    	  21.3477    	  18.8537    	  17.7808    	  17.5059    	  17.4079    	  14.6626    	  17.2711    	  23.7995    	  30.4908    	  24.9351    	  21.9700    	  22.0682    	  21.1446    	  21.0453    	  21.9328    	  25.4965    	  40.0603    	  35.2502    	  31.9084    	  38.8443    	  41.8435    	  47.6786    	  46.8664    	  49.0092    	  51.8244    
25.625	  18.2299    	  19.4385    	  20.3715    	  20.1815    	  18.4388    	  17.8555    	  15.9037    	  17.9141    	  14.0862    	  16.8469    	  23.0587    	  26.4398    	  23.9264    	  21.8122    	  21.7933    	  19.8586    	  19.9072    	  23.5548    	  36.5703    	  68.2120    	  47.5760    	  43.3589    	  47.4150    	  48.9414    	  49.2878    	  45.8565    	  48.0970    	  50.5685    
25.375	  11.8020    	  17.8509    	  19.4613    	  19.8610    	  18.8365    	  19.6124    	  19.9663    	  20.7091    	  21.1065    	  20.7889    	  22.8919    	  24.5502    	  24.3072    	  22.9940    	  22.2312    	  26.1165    	  28.7159    	  31.5571    	  36.2644    	  46.6376    	  45.4249    	  46.9730    	  55.8446    	  59.4845    	  51.9856    	  46.6414    	  48.2545    	  50.7402    
25.125	  12.1403    	  16.2645    	  19.9412    	  20.7644    	  21.9074    	  22.4065    	  22.9098    	  22.4478    	  22.2877    	  21.5885    	  24.1422    	  27.7196    	  27.0368    	  26.2264    	  26.3529    	  30.4896    	  33.5879    	  31.7420    	  37.1254    	  44.1104    	  48.9967    	  54.0485    	  59.0507    	  64.2103    	  61.1467    	  53.1967    	  53.5332    	  44.5278    
24.875	  13.6590    	  15.5272    	  20.2564    	  21.3167    	  24.9946    	  26.0842    	  26.0645    	  24.3271    	  22.8573    	  22.9115    	  35.4538    	  35.6126    	  36.3228    	  35.1357    	  32.5424    	  33.6270    	  36.1768    	  36.2695    	  39.5394    	  37.5546    	  48.6362    	  55.9147    	  62.8381    	  67.9838    	  69.9876    	  62.6420    	  42.6166    	  35.1756    
24.625	  16.2310    	  16.7448    	  20.5978    	  22.5203    	  25.5033    	  30.3791    	  32.8979    	  29.4038    	  29.0404    	  36.9782    	  60.9939    	  49.5621    	  44.3106    	  26.6697    	  30.6114    	  40.4763    	  44.9270    	  40.5267    	  42.5784    	  41.6078    	  52.5252    	  59.7697    	  65.7585    	  70.5515    	  73.3439    	  59.4261    	  47.7190    	  35.0244    
24.375	  19.3785    	  16.8249    	  22.2035    	  24.5100    	  28.6320    	  32.9037    	  43.6883    	  39.3147    	  38.7908    	  42.0205    	  57.0693    	  55.3176    	  41.2616    	  39.7051    	  44.4640    	  52.0415    	  55.8277    	  47.8928    	  49.5382    	  41.4965    	  48.8233    	  63.2706    	  68.7087    	  67.2332    	  67.7874    	  61.1406    	  66.7190    	  57.1983    
24.125	  22.0668    	  25.4547    	  27.1407    	  33.1022    	  36.1166    	  42.9654    	  45.1972    	  39.7192    	  36.5678    	  38.1943    	  58.2535    	  51.5062    	  48.4248    	  55.2120    	  57.7464    	  63.7939    	  66.7130    	  57.7282    	  55.4733    	  56.1137    	  58.8882    	  66.6228    	  69.1705    	  78.8820    	  84.4694    	  79.0979    	  76.9671    	  70.1622    
23.875	  26.3356    	  27.5524    	  31.4703    	  41.4563    	  46.9838    	  42.9920    	  47.5893    	  50.0496    	  42.8941    	  45.5351    	  48.8495    	  49.9246    	  54.4536    	  65.9702    	  62.3943    	  67.5054    	  74.0747    	  65.4427    	  63.5765    	  66.3645    	  64.0987    	  66.0525    	  69.3634    	  82.2163    	  97.0975    	  103.140    	  93.5656    	  89.0794    
23.625	  28.6343    	  27.8918    	  39.5625    	  44.4407    	  49.6244    	  46.6509    	  46.7842    	  55.8854    	  52.5319    	  54.1464    	  48.3710    	  56.2715    	  75.6602    	  66.7941    	  64.7688    	  61.7840    	  65.9518    	  68.3866    	  75.1295    	  79.2905    	  76.4033    	  73.7615    	  75.0247    	  90.8237    	  116.250    	  123.328    	  102.136    	  95.5191    
23.375	  33.3675    	  23.3828    	  37.5258    	  49.3359    	  48.4531    	  60.2653    	  61.7045    	  72.5959    	  78.3351    	  80.1812    	  64.8583    	  59.1082    	  77.1052    	  82.7745    	  70.3208    	  60.8880    	  57.7718    	  72.2994    	  82.0736    	  89.0522    	  84.1350    	  84.7090    	  92.9774    	  108.677    	  123.218    	  125.100    	  115.425    	  86.2967    
23.125	  44.0877    	  40.6458    	  49.0935    	  68.4160    	  69.1667    	  76.4401    	  91.2921    	  88.3950    	  101.024    	  74.3900    	  52.4121    	  46.4500    	  55.0711    	  72.8719    	  83.7649    	  72.3286    	  72.7754    	  78.6272    	  81.4372    	  89.1997    	  88.8500    	  92.9992    	  100.845    	  113.763    	  121.621    	  116.444    	  110.365    	  84.8461    
22.875	  54.8470    	  58.2367    	  56.2788    	  68.4848    	  69.6550    	  70.2268    	  81.9724    	  68.2326    	  68.8891    	  50.3951    	  40.8505    	  47.5658    	  56.5579    	  76.4910    	  105.761    	  94.6782    	  93.4945    	  83.6502    	  81.2058    	  90.9353    	  104.818    	  98.2249    	  93.2305    	  107.269    	  114.251    	  110.208    	  99.3036    	  60.6955    
22.625	  63.3370    	  52.3403    	  49.8397    	  61.4697    	  75.7327    	  57.7068    	  72.1565    	  70.0340    	  43.9128    	  43.4640    	  51.6779    	  65.5547    	  77.9886    	  83.3616    	  103.534    	  113.156    	  99.8099    	  86.4191    	  89.6613    	  100.909    	  121.463    	  107.126    	  99.2569    	  111.776    	  119.224    	  98.6682    	  90.0748    	  63.5699    
22.375	  42.0133    	  26.4366    	  60.5797    	  73.9534    	  64.1031    	  68.9465    	  82.6383    	  83.3325    	  62.7655    	  70.3957    	  94.3002    	  102.397    	  110.239    	  97.6761    	  122.324    	  129.906    	  112.623    	  85.4355    	  84.4931    	  95.4628    	  101.612    	  103.453    	  98.3477    	  98.7855    	  107.292    	  98.4897    	  108.568    	  65.6832    
22.125	  71.1147    	  78.6670    	  86.5850    	  97.9516    	  71.4694    	  89.3867    	  102.192    	  92.3611    	  90.7628    	  91.7482    	  101.983    	  110.141    	  104.777    	  95.9183    	  115.533    	  108.151    	  96.6839    	 -999.000    	 -999.000    	  83.2842    	  93.3331    	  96.8862    	  93.8747    	  87.7264    	  112.907    	  112.059    	  106.064    	  58.8488    
21.875	  83.4846    	  94.3857    	  130.310    	  146.171    	  93.8066    	  116.160    	  112.967    	  94.4895    	  83.2549    	  94.4264    	  95.2727    	  104.036    	  164.313    	  136.865    	  98.8968    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  94.9895    	  88.8057    	  80.1376    	  83.1256    	  82.1653    	  108.824    	  109.538    	  105.389    	  65.3262    
21.625	  94.3004    	  107.780    	  143.968    	 -999.000    	  102.954    	  114.302    	  103.734    	  89.9016    	  77.0155    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  112.208    	  116.439    	  87.7347    	  79.7314    	  76.2191    	  84.7879    	  103.523    	  124.447    	  89.0278    
21.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  118.593    	  98.7117    	  89.1119    	  76.9723    	  69.5205    	  83.8700    	  107.857    	  100.095    
21.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  96.9246    	  87.7054    	  79.5003    	  71.8986    	  57.5058    	  60.8105    	  78.0300    	  95.2589    
20.875	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  80.4922    	  92.8159    	  80.4797    	  50.9057    	  43.9974    	  55.2000    	  62.4075    
20.625	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  79.4220    	  100.758    	  88.5843    	  47.5895    	  36.8227    	  52.1180    	  68.5914    
20.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  88.4805    	  93.1699    	  54.9069    	  36.8106    	  56.7257    	  67.4158    
20.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  70.9544    	  47.6968    	  44.6135    	  63.0063    	  77.0697    
cpt:field=prcp, cpt:T=1999-11/2000-01, cpt:nrow=32, cpt:ncol=28, cpt:row=Y, cpt:col=X, cpt:units=mm/day, cf:standard_name=lwe_precipitation_rate, cpt:missing=-999
	87.125	87.375	87.625	87.875	88.125	88.375	88.625	88.875	89.125	89.375	89.625	89.875	90.125	90.375	90.625	90.875	91.125	91.375	91.625	91.875	92.125	92.375	92.625	92.875	93.125	93.375	93.625	93.875
27.875	  30.1941    	  35.2742    	  40.9096    	  43.2283    	  34.6281    	  26.4760    	  15.9692    	  8.72476    	  7.20306    	  9.19834    	  13.0144    	  8.21467    	  7.01257    	  7.14156    	  1.40539    	  4.95798    	  5.02803    	  8.70030    	  6.50953    	  15.2348    	  12.1915    	  2.38798    	 4.915744E-02	  9.20701    	  32.2625    	  42.2481    	  56.6055    	  61.5932    
27.625	  32.0659    	  29.1205    	  35.4336    	  43.2114    	  34.0867    	  24.0728    	  17.7663    	  8.85700    	  8.01424    	  14.7877    	  16.3672    	  9.78091    	  3.37352    	  1.23636    	  1.55106    	  5.23558    	  7.67054    	  3.21927    	  7.43938    	  5.42488    	  8.74643    	  11.3167    	  8.36123    	  29.7647    	  43.1235    	  32.2497    	  54.4540    	  63.4787    
27.375	  27.8051    	  26.8961    	  30.1209    	  28.6028    	  27.3118    	  25.3084    	  22.2994    	  23.4156    	  13.8134    	  11.2099    	  13.1559    	  12.1453    	  7.55434    	  9.85501    	  7.75652    	  4.43570    	  11.8780    	  8.00738    	  13.1079    	  8.43330    	  4.75492    	  14.1341    	  23.7836    	  37.3988    	  44.1801    	  41.7666    	  55.5109    	  73.3234    
27.125	  23.5205    	  21.3897    	  24.4780    	  22.5118    	  21.4536    	  16.8247    	  15.6228    	  16.9907    	  15.4617    	  13.9982    	  23.9405    	  18.9927    	  18.7700    	  24.8135    	  17.1559    	  18.1815    	  17.4244    	  20.6065    	  21.4080    	  27.6779    	  21.6597    	  26.1684    	  36.2498    	  43.5933    	  47.0286    	  48.1640    	  57.9314    	  77.3503    
26.875	  15.4647    	  10.7324    	  14.8998    	  14.6422    	  12.9626    	  12.6218    	  13.8867    	  14.9678    	  14.9379    	  16.1709    	  19.4126    	  21.4151    	  20.8292    	  26.4998    	  26.4577    	  26.6018    	  26.1478    	  27.5244    	  32.8990    	  33.4722    	  33.2420    	  40.8596    	  43.2674    	  48.5236    	  51.1776    	  52.3589    	  54.2234    	  65.7776    
26.625	  12.7332    	  13.6033    	  13.2478    	  11.5264    	  9.56353    	  9.74938    	  13.5379    	  14.9574    	  17.6833    	  20.8869    	  23.3666    	  24.4466    	  26.9534    	  26.3495    	  28.9947    	  28.4455    	  30.8920    	  29.7246    	  34.3216    	  38.1995    	  38.0750    	  40.6769    	  36.5754    	  40.6777    	  45.6527    	  51.1511    	  55.0495    	  62.7617    
26.375	  15.3906    	  13.1790    	  12.8111    	  12.0465    	  11.0876    	  12.3886    	  15.7493    	  16.5934    	  21.7673    	  21.5234    	  19.8949    	  29.4261    	  30.7687    	  25.5863    	  24.9463    	  23.8358    	  23.7159    	  23.3554    	  23.9314    	  28.2499    	  36.2210    	  35.7901    	  34.6592    	  37.7577    	  42.2152    	  49.2500    	  56.0459    	  63.5801    
26.125	  16.3766    	  14.5996    	  16.4164    	  15.3470    	  14.3696    	  15.2121    	  16.0778    	  15.9817    	  18.9376    	  13.8615    	  21.1346    	  31.7368    	  30.5026    	  26.5576    	  25.5096    	  24.0589    	  24.5700    	  21.8681    	  19.9126    	  25.5047    	  32.1219    	  24.2702    	  27.1514    	  37.1438    	  46.3387    	  46.7516    	  49.9750    	  56.9414    
25.875	  12.9791    	  13.3819    	  18.8091    	  19.9083    	  13.4776    	  14.5168    	  15.1746    	  14.5002    	  12.3777    	  12.8498    	  23.9132    	  28.8366    	  24.2249    	  22.8693    	  22.4960    	  22.7454    	  23.0118    	  21.8332    	  22.5368    	  29.7342    	  32.1005    	  33.2626    	  36.7504    	  39.5146    	  38.9407    	  42.8435    	  46.0800    	  50.5660    
25.625	  10.9100    	  12.1968    	  18.5079    	  18.7632    	  11.8099    	  12.8026    	  14.4884    	  14.2913    	  13.1119    	  13.4992    	  21.2579    	  26.3368    	  24.6533    	  22.7634    	  17.0846    	  14.9860    	  16.4188    	  20.7260    	  29.0747    	  37.2621    	  37.3087    	  39.0707    	  42.9596    	  42.1062    	  37.7133    	  38.3651    	  42.9436    	  44.4579    
25.375	  10.8755    	  10.9643    	  15.1439    	  16.8514    	  11.7631    	  14.2500    	  15.5851    	  16.1079    	  15.5378    	  13.5464    	  18.6103    	  24.1035    	  24.3246    	  19.3615    	  14.6641    	  15.2664    	  15.0867    	  18.4685    	  27.4756    	  34.7135    	  35.9015    	  40.2598    	  43.5026    	  48.5111    	  45.8887    	  40.6959    	  42.0670    	  43.6084    
25.125	  11.7633    	  11.4962    	  15.8554    	  14.3996    	  17.0676    	  20.0067    	  21.3417    	  20.5277    	  16.1383    	  13.7358    	  17.0869    	  22.8767    	  19.4054    	  15.9408    	  14.0103    	  13.5282    	  14.6749    	  22.5395    	  29.1554    	  32.6918    	  35.0839    	  38.3093    	  41.1631    	  45.9626    	  48.6856    	  44.7942    	  46.4609    	  37.3883    
24.875	  12.2098    	  13.3279    	  14.0559    	  16.3428    	  20.2803    	  21.6931    	  21.6888    	  20.4883    	  20.8826    	  20.1625    	  23.5061    	  25.2061    	  21.2149    	  14.3113    	  14.0584    	  15.9491    	  21.0576    	  24.4676    	  26.2337    	  32.3709    	  39.2624    	  40.9882    	  47.8632    	  44.3356    	  47.7249    	  46.7957    	  36.0244    	  32.6414    
24.625	  12.7768    	  13.7910    	  15.3817    	  19.7236    	  21.9294    	  22.8406    	  24.4175    	  22.3565    	  20.8096    	  23.2637    	  28.9072    	  27.1103    	  19.8485    	  15.6183    	  19.9451    	  24.6931    	  25.2238    	  21.7529    	  22.3584    	  29.5349    	  35.4519    	  40.3994    	  45.5236    	  47.3966    	  47.3021    	  38.9744    	  37.7739    	  32.7837    
24.375	  17.7129    	  16.8039    	  21.8235    	  22.7630    	  23.4119    	  24.9928    	  31.0026    	  27.3633    	  25.0827    	  27.1785    	  32.1760    	  30.8901    	  22.0903    	  17.0722    	  24.9512    	  28.2434    	  27.4031    	  25.8291    	  25.1295    	  26.9651    	  35.4464    	  40.4640    	  44.2006    	  39.5392    	  41.1854    	  40.6029    	  53.5331    	  49.9785    
24.125	  22.0610    	  23.6220    	  24.8902    	  24.9723    	  25.4483    	  24.1167    	  27.0856    	  24.3888    	  25.8579    	  26.8409    	  29.3333    	  27.5027    	  22.4929    	  27.0718    	  28.6285    	  27.0336    	  24.9660    	  23.9706    	  28.6360    	  33.3087    	  38.9349    	  42.9638    	  42.3755    	  47.6059    	  57.3985    	  55.9845    	  59.1003    	  58.1983    
23.875	  27.6717    	  27.3156    	  28.8582    	  27.7042    	  27.5816    	  27.8561    	  25.8797    	  24.8920    	  26.6781    	  25.6908    	  24.6057    	  22.2546    	  21.8501    	  24.7705    	  25.4596    	  26.2199    	  31.8135    	  25.8906    	  30.5468    	  36.5878    	  42.7231    	  40.9071    	  43.8666    	  51.4685    	  66.4202    	  67.8020    	  69.0396    	  69.2968    
23.625	  32.1705    	  26.7402    	  35.5507    	  32.8032    	  26.9761    	  24.1953    	  23.4179    	  23.2820    	  22.3184    	  21.1426    	  17.1004    	  21.6180    	  25.8836    	  25.7918    	  24.5306    	  22.1627    	  19.2927    	  28.6960    	  31.5915    	  35.0353    	  36.9705    	  39.7384    	  45.2742    	  53.6342    	  67.1273    	  75.5405    	  78.3505    	  78.5238    
23.375	  32.1766    	  25.0970    	  30.7969    	  33.1765    	  28.5025    	  25.9282    	  25.2430    	  24.7230    	  23.6821    	  21.3195    	  18.2538    	  17.4481    	  19.1388    	  25.8952    	  27.1624    	  21.8639    	  14.2627    	  30.2554    	  44.0426    	  40.7776    	  39.5930    	  43.6011    	  49.7744    	  58.6364    	  68.5269    	  79.5315    	  84.3954    	  75.9613    
23.125	  35.3881    	  31.3320    	  33.4428    	  35.9382    	  29.4363    	  25.5718    	  24.4330    	  23.9466    	  25.6117    	  20.9324    	  18.9584    	  18.3000    	  21.3224    	  29.6600    	  38.4165    	  32.5839    	  28.4898    	  32.1246    	  40.1333    	  40.8195    	  39.9415    	  45.5426    	  51.8735    	  59.3140    	  68.7364    	  79.5815    	  89.6673    	  77.1629    
22.875	  37.1954    	  32.7097    	  34.1605    	  35.5527    	  29.4964    	  24.4511    	  24.8642    	  20.6699    	  19.8169    	  15.5403    	  16.5014    	  19.5584    	  26.4574    	  33.6598    	  49.2475    	  47.8578    	  46.0028    	  38.0626    	  34.9639    	  41.1702    	  48.5532    	  47.8666    	  48.6020    	  59.7891    	  69.8171    	  77.8612    	  85.2691    	  58.7754    
